domain	fold	split	duplicate_type	duplicate_key	count	sequence_ids
fullCP	Yellow	train	cleaned_sequence	18c104679f5542321331b4301f3281992ee9ae9b	2	Cruci_CruV-564,Cruci_CruV-565
fullCP	Yellow	train	cleaned_sequence	80f67641b60dd308b9a0b805cdf0da675fcf0ffa	2	Cruci_PB_KX388498,Cruci_PB_KX388499
fullCP	Yellow	train	cleaned_sequence	682d5452117b7222e0448adb50474c1dfa9a427d	2	Cruci_PB_KX388500,Cruci_PB_KX388501
fullCP	Yellow	train	cleaned_sequence	53b8f3c740835f4022fa068b83a314806d420b36	2	Cruci_CruV-701,Cruci_CruV-702
fullCP	Yellow	train	cleaned_sequence	f2c961535ab6031d9edff876bb76a7619e989f1e	2	Cruci_CruV_349,Cruci_CruV_353
fullCP	Yellow	train	cleaned_sequence	70adf4b40775050fb9bfb8a435f9131a9c6bdaba	2	Cruci_CruV-676,Cruci_CruV-677
fullCP	Yellow	train	cleaned_sequence	c01b56f1c66cb540aa41ac85dcc3a713ae159f58	2	Cruci_CruV-844,Cruci_CruV-845
fullCP	Yellow	train	cleaned_sequence	05ba7cf56bb5c22012efbcd091b8491c7f0e6fa7	2	Cruci_CruV-883,Cruci_CruV-884
fullCP	Yellow	train	cleaned_sequence	f40e37d2ceb18074ac9eb42ab81dbab465dc7110	2	Cruci_CruV-887,Cruci_CruV-888
fullCP	Yellow	train	cleaned_sequence	d95003bf3f88a1e95b9a2de7e09286bfee9352b3	2	Cruci_CruV-915,Cruci_CruV-916
fullCP	Yellow	train	cleaned_sequence	d838f7d2701dcaa22635f0fb0b198a7bc8694b5f	2	Cruci_CruV_501,Cruci_CruV_509
fullCP	Yellow	train	cleaned_sequence	47fbc63af62a20623b06c0fbe53eecbb964cd7fe	2	Ribo_Hibiscus_chlorotic_ringspot_virus_X86448,Ribo_ND_015813
fullCP	Yellow	train	cleaned_sequence	b1773e302b4d2a51040738bffec6e238845d0299	2	Ribo_ND_018979,Ribo_NC_032880
fullCP	Yellow	train	cleaned_sequence	ac6e4df9c637b732983bbcb35c794c3c9b1216c4	2	Ribo_ND_015690,Ribo_Galinsoga_Mosaic_Virus
fullCP	Yellow	test	cleaned_sequence	3eb79c07d4362e7159951431c40aac9a74964c1a	2	Ribo_ND_019228,Ribo_NC_033161
Rdomain	Blue	train	cleaned_sequence	910a0313bf556c88270eacfe0acc25706bd9e062	2	Cruci_CruV_406,Cruci_CruV_407
Rdomain	Blue	train	cleaned_sequence	39b7f8e3730465f91b3adcddc49ca72662451437	2	Cruci_CruV-754,Cruci_CruV-755
Rdomain	Blue	train	cleaned_sequence	5bb361d3b8086500fa43bf6dd7e618265919f7e0	2	Cruci_CruV_310,Cruci_CruV_311
Rdomain	Blue	train	cleaned_sequence	93d1a8f4f5ab5654251c2c3c3e2a54faa8801ada	3	Cruci_CruV_322,Cruci_CruV_323,Cruci_CruV_324
Rdomain	Blue	train	cleaned_sequence	f222e92731dea25d42baf35904d7b85265ac5d8c	4	Cruci_CruV_453,Cruci_CruV_455,Cruci_CruV_456,Cruci_CruV_454
Rdomain	Blue	train	cleaned_sequence	f9fca242cbe8788b2c7a35f44678647e20997633	2	Cruci_CruV_174,Cruci_CruV_175
Rdomain	Blue	train	cleaned_sequence	ba36b9939735bedc54fe7ca2d60ed967d597266f	2	Cruci_CruV-826,Cruci_CruV-827
Rdomain	Blue	train	cleaned_sequence	17a93c6fcd342da479149857c210df6375670731	2	Cruci_CruV-692,Cruci_CruV-693
Rdomain	Blue	train	cleaned_sequence	d45a3635a68e4cb580a2fd757c19459cbde4a0e2	2	Cruci_CruV-778,Cruci_CruV-779
Rdomain	Blue	train	cleaned_sequence	6608a01793e850c360c5098c3ee6080e76d7fd5d	5	Cruci_CruV_243,Cruci_CruV_245,Cruci_CruV_276,Cruci_CruV_278,Cruci_CruV_264
Rdomain	Blue	train	cleaned_sequence	39df721961e9a779f0c08eb3aecd1c94a2ba83e5	2	Cruci_CruV-704,Cruci_CruV-705
Rdomain	Blue	train	cleaned_sequence	1036574efca82ee525c656c7a1fcc4eace05f014	2	Cruci_CruV_83,Cruci_CruV_84
Rdomain	Blue	train	cleaned_sequence	08aca8703fdd64b8f13325f6acc17b78379ad146	2	Cruci_CruV-965,Cruci_CruV-966
Rdomain	Blue	train	cleaned_sequence	0c7b42b04c8004210b1814a2687c0b6dde67bfeb	2	Cruci_PB_KX388521,Cruci_PB_KX388522
Rdomain	Blue	train	cleaned_sequence	bf32b9c187d681aeda1cc4bce73a92ddaa771f03	5	Cruci_PB_KX388524,Cruci_PB_KX388526,Cruci_CruV-719,Cruci_PB_KX388525,Cruci_PB_KX388523
Rdomain	Blue	train	cleaned_sequence	6eac8f3f4bd22c3d75bc4ff06d4f8b61811d2411	2	Cruci_CruV_179,Cruci_CruV_180
Rdomain	Blue	train	cleaned_sequence	d25a0f37e58aecd4f96215620d93de9f673bf0af	2	Cruci_CruV_371,Cruci_CruV_372
Rdomain	Blue	train	cleaned_sequence	a2005b8fe3fcc52409b21f86c76182c7a3ab3c1f	2	Cruci_CruV_90,Cruci_CruV_91
Rdomain	Blue	train	cleaned_sequence	e758ddf261e48f01094ec0e9871aaab8fddff650	2	Cruci_CruV_238,Cruci_CruV_239
Rdomain	Blue	train	cleaned_sequence	452530816934e73b9b686830ab08c5d6e272b273	3	Cruci_CruV_146,Cruci_CruV_147,Cruci_CruV_148
Rdomain	Blue	train	cleaned_sequence	7839698fb71e969ffab15d322d08eace5762d904	2	Cruci_CruV-601,Cruci_CruV-600
Rdomain	Blue	train	cleaned_sequence	469fd144e7c2cf187fb7bf14d8fbc37c5082958a	2	Cruci_CruV-564,Cruci_CruV-565
Rdomain	Blue	train	cleaned_sequence	e686f6c03bab7f216b612ebce915d8ee1812a2b1	3	Cruci_PB_KX388528,Cruci_PB_KX388529,Cruci_PB_KX388530
Rdomain	Blue	train	cleaned_sequence	d2856c1f2eac24f2e46236a1fb71d7e2e3135339	2	Cruci_CruV-583,Cruci_CruV-584
Rdomain	Blue	train	cleaned_sequence	99f96995237bbff5fdb22d72ed0628e74225f45d	2	Cruci_CruV-598,Cruci_CruV-608
Rdomain	Blue	train	cleaned_sequence	e31cae50677556e655febd39ea7f7488072c89f1	2	Cruci_CruV-676,Cruci_CruV-677
Rdomain	Blue	train	cleaned_sequence	74bd8cab3a8b732d765f43d4ce209f32aa3f9184	2	Ribo_ND_019228,Ribo_NC_033161
Rdomain	Blue	train	cleaned_sequence	2f3d63ad6c5520d126353baf0a6d2b025d511885	2	Cruci_CruV_439,Cruci_CruV_446
Rdomain	Blue	train	cleaned_sequence	65460cfa6bae9542918fbe3fbad659cd37c8d92d	2	Ribo_JAAOEH010002326.1,Ribo_ND_349259
Rdomain	Blue	train	cleaned_sequence	328a45676bfefeef1a2454e5d9bb2ded3680290e	2	Cruci_CruV_211,Cruci_CruV_234
Rdomain	Blue	train	cleaned_sequence	02cf38512dd460571710a17b0b085be94d11a1d0	2	Cruci_CruV-915,Cruci_CruV-916
Rdomain	Blue	train	cleaned_sequence	ad281981696094e1fb8c62e50dd019649761f305	2	Cruci_CruV-894,Cruci_CruV-895
Rdomain	Blue	train	cleaned_sequence	28e993222d375a62e132efcc163dc6113ddf9dc2	2	Cruci_CruV_409,Cruci_CruV_410
Rdomain	Blue	train	cleaned_sequence	8161efb27400c0c62ab2d1a419da83445148c41a	2	Cruci_CruV-883,Cruci_CruV-884
Rdomain	Blue	train	cleaned_sequence	20d16cd5277aa6ec4ca37f093af3dc2b6d8b872d	2	Cruci_PB_KX388517,Cruci_PB_KX388518
Rdomain	Blue	train	cleaned_sequence	8b447f0a11980fa548c781e0b279f01fd1d6d9fd	2	Cruci_CruV-862,Cruci_CruV-860
Rdomain	Blue	train	cleaned_sequence	c9261069e1669271344b90f8cea0d6d0669bbed7	2	Ribo_Hibiscus_chlorotic_ringspot_virus_X86448,Ribo_ND_015813
Rdomain	Blue	train	cleaned_sequence	d28ac4a55003e9ba02cd8ca1b7caf34931d1ac81	2	Cruci_CruV_505,Cruci_CruV_506
Rdomain	Blue	train	cleaned_sequence	5686db11086e958c0e92af0ecd1f719c7a5dce87	2	Cruci_CruV_266,Cruci_CruV_265
Rdomain	Blue	train	cleaned_sequence	e11811480e87c1abb6a49fe147e6e847406af499	2	Cruci_CruV_250,Cruci_CruV_251
Rdomain	Blue	train	cleaned_sequence	805a485141c7ab00fdf8ad35eec58720073bb0ff	2	Cruci_CruV_319,Cruci_CruV_320
Rdomain	Blue	train	cleaned_sequence	4e8bfe006f07eadb803a9758bf1a0564125667a7	2	Cruci_CruV_527,Cruci_CruV_528
Rdomain	Blue	train	cleaned_sequence	5b6817766355456a6e6b2f3c98bd9a3b2c79117a	2	Cruci_CruV-844,Cruci_CruV-845
Rdomain	Blue	train	cleaned_sequence	c0676336289e736b163c010ba0ec320439056cff	2	Ribo_ND_018979,Ribo_NC_032880
Rdomain	Blue	train	cleaned_sequence	7fe7a18be01d5c23a976565f0bad6232e5c5bd4b	2	Ribo_ND_015690,Ribo_Galinsoga_Mosaic_Virus
Rdomain	Blue	train	cleaned_sequence	f53b608ef43456fc4a3509422e75c76371b4d01d	2	Ribo_ND_064866,Ribo_ND_024871
Rdomain	Blue	train	cleaned_sequence	be273138de61be1822d9dff22eedb002a8e2304e	2	Ribo_ND_292516,Ribo_ND_287421
Rdomain	Blue	train	cleaned_sequence	a71774b589f1d868632368dc00613e5a3c808b9c	2	Cruci_CruV-887,Cruci_CruV-888
Rdomain	Blue	train	cleaned_sequence	832324adc5e21f6ba1e5c37416da979150467400	2	Ribo_ND_385927,Ribo_ND_327463
Rdomain	Blue	train	cleaned_sequence	56048264dd9d610d60868e09ec765eb5e15ddbfe	2	Ribo_ND_087862,Ribo_ND_024746
Rdomain	Blue	test	cleaned_sequence	84d68e4af565e446cc2fce4869ed4941e429d7eb	5	Cruci_CruV_272,Cruci_CruV_277,Cruci_CruV_281,Cruci_CruV_291,Cruci_CruV_282
Rdomain	Blue	test	cleaned_sequence	a17a575c8e60a6c335db21f3c706d9fc4196223e	2	Cruci_CruV-629,Cruci_CruV-630
Rdomain	Blue	test	cleaned_sequence	9ba6336c98b1a4189a478d9cf66520e0efd43b9e	3	Cruci_CruV-646,Cruci_CruV-647,Cruci_CruV-648
Rdomain	Blue	test	cleaned_sequence	532fa2dc970591326cb951d371ae88b1392ac8e2	2	Cruci_CruV-701,Cruci_CruV-702
Rdomain	Blue	test	cleaned_sequence	632695626cf3846ea916a46c862c0b1b7676bf53	4	Cruci_PB_KX388498,Cruci_PB_KX388499,Cruci_PB_KX388500,Cruci_PB_KX388501
Rdomain	Blue	test	cleaned_sequence	263cb98fcff0f3cca05b574ae115ada82c4ba6be	2	Cruci_CruV_349,Cruci_CruV_353
Rdomain	Green	train	cleaned_sequence	39b7f8e3730465f91b3adcddc49ca72662451437	2	Cruci_CruV-754,Cruci_CruV-755
Rdomain	Green	train	cleaned_sequence	5bb361d3b8086500fa43bf6dd7e618265919f7e0	2	Cruci_CruV_310,Cruci_CruV_311
Rdomain	Green	train	cleaned_sequence	93d1a8f4f5ab5654251c2c3c3e2a54faa8801ada	3	Cruci_CruV_322,Cruci_CruV_323,Cruci_CruV_324
Rdomain	Green	train	cleaned_sequence	f9fca242cbe8788b2c7a35f44678647e20997633	2	Cruci_CruV_174,Cruci_CruV_175
Rdomain	Green	train	cleaned_sequence	17a93c6fcd342da479149857c210df6375670731	2	Cruci_CruV-692,Cruci_CruV-693
Rdomain	Green	train	cleaned_sequence	84d68e4af565e446cc2fce4869ed4941e429d7eb	5	Cruci_CruV_272,Cruci_CruV_277,Cruci_CruV_281,Cruci_CruV_291,Cruci_CruV_282
Rdomain	Green	train	cleaned_sequence	6608a01793e850c360c5098c3ee6080e76d7fd5d	5	Cruci_CruV_243,Cruci_CruV_245,Cruci_CruV_276,Cruci_CruV_278,Cruci_CruV_264
Rdomain	Green	train	cleaned_sequence	39df721961e9a779f0c08eb3aecd1c94a2ba83e5	2	Cruci_CruV-704,Cruci_CruV-705
Rdomain	Green	train	cleaned_sequence	1036574efca82ee525c656c7a1fcc4eace05f014	2	Cruci_CruV_83,Cruci_CruV_84
Rdomain	Green	train	cleaned_sequence	0c7b42b04c8004210b1814a2687c0b6dde67bfeb	2	Cruci_PB_KX388521,Cruci_PB_KX388522
Rdomain	Green	train	cleaned_sequence	bf32b9c187d681aeda1cc4bce73a92ddaa771f03	5	Cruci_PB_KX388524,Cruci_PB_KX388526,Cruci_CruV-719,Cruci_PB_KX388525,Cruci_PB_KX388523
Rdomain	Green	train	cleaned_sequence	6eac8f3f4bd22c3d75bc4ff06d4f8b61811d2411	2	Cruci_CruV_179,Cruci_CruV_180
Rdomain	Green	train	cleaned_sequence	a17a575c8e60a6c335db21f3c706d9fc4196223e	2	Cruci_CruV-629,Cruci_CruV-630
Rdomain	Green	train	cleaned_sequence	9ba6336c98b1a4189a478d9cf66520e0efd43b9e	3	Cruci_CruV-646,Cruci_CruV-647,Cruci_CruV-648
Rdomain	Green	train	cleaned_sequence	d25a0f37e58aecd4f96215620d93de9f673bf0af	2	Cruci_CruV_371,Cruci_CruV_372
Rdomain	Green	train	cleaned_sequence	a2005b8fe3fcc52409b21f86c76182c7a3ab3c1f	2	Cruci_CruV_90,Cruci_CruV_91
Rdomain	Green	train	cleaned_sequence	e758ddf261e48f01094ec0e9871aaab8fddff650	2	Cruci_CruV_238,Cruci_CruV_239
Rdomain	Green	train	cleaned_sequence	452530816934e73b9b686830ab08c5d6e272b273	3	Cruci_CruV_146,Cruci_CruV_147,Cruci_CruV_148
Rdomain	Green	train	cleaned_sequence	7839698fb71e969ffab15d322d08eace5762d904	2	Cruci_CruV-601,Cruci_CruV-600
Rdomain	Green	train	cleaned_sequence	532fa2dc970591326cb951d371ae88b1392ac8e2	2	Cruci_CruV-701,Cruci_CruV-702
Rdomain	Green	train	cleaned_sequence	469fd144e7c2cf187fb7bf14d8fbc37c5082958a	2	Cruci_CruV-564,Cruci_CruV-565
Rdomain	Green	train	cleaned_sequence	632695626cf3846ea916a46c862c0b1b7676bf53	4	Cruci_PB_KX388498,Cruci_PB_KX388499,Cruci_PB_KX388500,Cruci_PB_KX388501
Rdomain	Green	train	cleaned_sequence	d2856c1f2eac24f2e46236a1fb71d7e2e3135339	2	Cruci_CruV-583,Cruci_CruV-584
Rdomain	Green	train	cleaned_sequence	99f96995237bbff5fdb22d72ed0628e74225f45d	2	Cruci_CruV-598,Cruci_CruV-608
Rdomain	Green	train	cleaned_sequence	e31cae50677556e655febd39ea7f7488072c89f1	2	Cruci_CruV-676,Cruci_CruV-677
Rdomain	Green	train	cleaned_sequence	74bd8cab3a8b732d765f43d4ce209f32aa3f9184	2	Ribo_ND_019228,Ribo_NC_033161
Rdomain	Green	train	cleaned_sequence	263cb98fcff0f3cca05b574ae115ada82c4ba6be	2	Cruci_CruV_349,Cruci_CruV_353
Rdomain	Green	train	cleaned_sequence	65460cfa6bae9542918fbe3fbad659cd37c8d92d	2	Ribo_JAAOEH010002326.1,Ribo_ND_349259
Rdomain	Green	train	cleaned_sequence	328a45676bfefeef1a2454e5d9bb2ded3680290e	2	Cruci_CruV_211,Cruci_CruV_234
Rdomain	Green	train	cleaned_sequence	ad281981696094e1fb8c62e50dd019649761f305	2	Cruci_CruV-894,Cruci_CruV-895
Rdomain	Green	train	cleaned_sequence	28e993222d375a62e132efcc163dc6113ddf9dc2	2	Cruci_CruV_409,Cruci_CruV_410
Rdomain	Green	train	cleaned_sequence	20d16cd5277aa6ec4ca37f093af3dc2b6d8b872d	2	Cruci_PB_KX388517,Cruci_PB_KX388518
Rdomain	Green	train	cleaned_sequence	8b447f0a11980fa548c781e0b279f01fd1d6d9fd	2	Cruci_CruV-862,Cruci_CruV-860
Rdomain	Green	train	cleaned_sequence	c9261069e1669271344b90f8cea0d6d0669bbed7	2	Ribo_Hibiscus_chlorotic_ringspot_virus_X86448,Ribo_ND_015813
Rdomain	Green	train	cleaned_sequence	d28ac4a55003e9ba02cd8ca1b7caf34931d1ac81	2	Cruci_CruV_505,Cruci_CruV_506
Rdomain	Green	train	cleaned_sequence	5686db11086e958c0e92af0ecd1f719c7a5dce87	2	Cruci_CruV_266,Cruci_CruV_265
Rdomain	Green	train	cleaned_sequence	e11811480e87c1abb6a49fe147e6e847406af499	2	Cruci_CruV_250,Cruci_CruV_251
Rdomain	Green	train	cleaned_sequence	805a485141c7ab00fdf8ad35eec58720073bb0ff	2	Cruci_CruV_319,Cruci_CruV_320
Rdomain	Green	train	cleaned_sequence	4e8bfe006f07eadb803a9758bf1a0564125667a7	2	Cruci_CruV_527,Cruci_CruV_528
Rdomain	Green	train	cleaned_sequence	5b6817766355456a6e6b2f3c98bd9a3b2c79117a	2	Cruci_CruV-844,Cruci_CruV-845
Rdomain	Green	train	cleaned_sequence	7fe7a18be01d5c23a976565f0bad6232e5c5bd4b	2	Ribo_ND_015690,Ribo_Galinsoga_Mosaic_Virus
Rdomain	Green	train	cleaned_sequence	be273138de61be1822d9dff22eedb002a8e2304e	2	Ribo_ND_292516,Ribo_ND_287421
Rdomain	Green	test	cleaned_sequence	910a0313bf556c88270eacfe0acc25706bd9e062	2	Cruci_CruV_406,Cruci_CruV_407
Rdomain	Green	test	cleaned_sequence	f222e92731dea25d42baf35904d7b85265ac5d8c	4	Cruci_CruV_453,Cruci_CruV_455,Cruci_CruV_456,Cruci_CruV_454
Rdomain	Green	test	cleaned_sequence	ba36b9939735bedc54fe7ca2d60ed967d597266f	2	Cruci_CruV-826,Cruci_CruV-827
Rdomain	Green	test	cleaned_sequence	d45a3635a68e4cb580a2fd757c19459cbde4a0e2	2	Cruci_CruV-778,Cruci_CruV-779
Rdomain	Green	test	cleaned_sequence	08aca8703fdd64b8f13325f6acc17b78379ad146	2	Cruci_CruV-965,Cruci_CruV-966
Rdomain	Green	test	cleaned_sequence	e686f6c03bab7f216b612ebce915d8ee1812a2b1	3	Cruci_PB_KX388528,Cruci_PB_KX388529,Cruci_PB_KX388530
Rdomain	Green	test	cleaned_sequence	2f3d63ad6c5520d126353baf0a6d2b025d511885	2	Cruci_CruV_439,Cruci_CruV_446
Rdomain	Green	test	cleaned_sequence	02cf38512dd460571710a17b0b085be94d11a1d0	2	Cruci_CruV-915,Cruci_CruV-916
Rdomain	Green	test	cleaned_sequence	8161efb27400c0c62ab2d1a419da83445148c41a	2	Cruci_CruV-883,Cruci_CruV-884
Rdomain	Green	test	cleaned_sequence	c0676336289e736b163c010ba0ec320439056cff	2	Ribo_ND_018979,Ribo_NC_032880
Rdomain	Green	test	cleaned_sequence	f53b608ef43456fc4a3509422e75c76371b4d01d	2	Ribo_ND_064866,Ribo_ND_024871
Rdomain	Green	test	cleaned_sequence	a71774b589f1d868632368dc00613e5a3c808b9c	2	Cruci_CruV-887,Cruci_CruV-888
Rdomain	Green	test	cleaned_sequence	832324adc5e21f6ba1e5c37416da979150467400	2	Ribo_ND_385927,Ribo_ND_327463
Rdomain	Green	test	cleaned_sequence	56048264dd9d610d60868e09ec765eb5e15ddbfe	2	Ribo_ND_087862,Ribo_ND_024746
Rdomain	Purple	train	cleaned_sequence	910a0313bf556c88270eacfe0acc25706bd9e062	2	Cruci_CruV_406,Cruci_CruV_407
Rdomain	Purple	train	cleaned_sequence	f222e92731dea25d42baf35904d7b85265ac5d8c	4	Cruci_CruV_453,Cruci_CruV_455,Cruci_CruV_456,Cruci_CruV_454
Rdomain	Purple	train	cleaned_sequence	ba36b9939735bedc54fe7ca2d60ed967d597266f	2	Cruci_CruV-826,Cruci_CruV-827
Rdomain	Purple	train	cleaned_sequence	84d68e4af565e446cc2fce4869ed4941e429d7eb	5	Cruci_CruV_272,Cruci_CruV_277,Cruci_CruV_281,Cruci_CruV_291,Cruci_CruV_282
Rdomain	Purple	train	cleaned_sequence	d45a3635a68e4cb580a2fd757c19459cbde4a0e2	2	Cruci_CruV-778,Cruci_CruV-779
Rdomain	Purple	train	cleaned_sequence	1036574efca82ee525c656c7a1fcc4eace05f014	2	Cruci_CruV_83,Cruci_CruV_84
Rdomain	Purple	train	cleaned_sequence	08aca8703fdd64b8f13325f6acc17b78379ad146	2	Cruci_CruV-965,Cruci_CruV-966
Rdomain	Purple	train	cleaned_sequence	a17a575c8e60a6c335db21f3c706d9fc4196223e	2	Cruci_CruV-629,Cruci_CruV-630
Rdomain	Purple	train	cleaned_sequence	9ba6336c98b1a4189a478d9cf66520e0efd43b9e	3	Cruci_CruV-646,Cruci_CruV-647,Cruci_CruV-648
Rdomain	Purple	train	cleaned_sequence	e758ddf261e48f01094ec0e9871aaab8fddff650	2	Cruci_CruV_238,Cruci_CruV_239
Rdomain	Purple	train	cleaned_sequence	532fa2dc970591326cb951d371ae88b1392ac8e2	2	Cruci_CruV-701,Cruci_CruV-702
Rdomain	Purple	train	cleaned_sequence	e686f6c03bab7f216b612ebce915d8ee1812a2b1	3	Cruci_PB_KX388528,Cruci_PB_KX388529,Cruci_PB_KX388530
Rdomain	Purple	train	cleaned_sequence	632695626cf3846ea916a46c862c0b1b7676bf53	4	Cruci_PB_KX388498,Cruci_PB_KX388499,Cruci_PB_KX388500,Cruci_PB_KX388501
Rdomain	Purple	train	cleaned_sequence	74bd8cab3a8b732d765f43d4ce209f32aa3f9184	2	Ribo_ND_019228,Ribo_NC_033161
Rdomain	Purple	train	cleaned_sequence	263cb98fcff0f3cca05b574ae115ada82c4ba6be	2	Cruci_CruV_349,Cruci_CruV_353
Rdomain	Purple	train	cleaned_sequence	2f3d63ad6c5520d126353baf0a6d2b025d511885	2	Cruci_CruV_439,Cruci_CruV_446
Rdomain	Purple	train	cleaned_sequence	65460cfa6bae9542918fbe3fbad659cd37c8d92d	2	Ribo_JAAOEH010002326.1,Ribo_ND_349259
Rdomain	Purple	train	cleaned_sequence	02cf38512dd460571710a17b0b085be94d11a1d0	2	Cruci_CruV-915,Cruci_CruV-916
Rdomain	Purple	train	cleaned_sequence	8161efb27400c0c62ab2d1a419da83445148c41a	2	Cruci_CruV-883,Cruci_CruV-884
Rdomain	Purple	train	cleaned_sequence	c9261069e1669271344b90f8cea0d6d0669bbed7	2	Ribo_Hibiscus_chlorotic_ringspot_virus_X86448,Ribo_ND_015813
Rdomain	Purple	train	cleaned_sequence	805a485141c7ab00fdf8ad35eec58720073bb0ff	2	Cruci_CruV_319,Cruci_CruV_320
Rdomain	Purple	train	cleaned_sequence	c0676336289e736b163c010ba0ec320439056cff	2	Ribo_ND_018979,Ribo_NC_032880
Rdomain	Purple	train	cleaned_sequence	7fe7a18be01d5c23a976565f0bad6232e5c5bd4b	2	Ribo_ND_015690,Ribo_Galinsoga_Mosaic_Virus
Rdomain	Purple	train	cleaned_sequence	f53b608ef43456fc4a3509422e75c76371b4d01d	2	Ribo_ND_064866,Ribo_ND_024871
Rdomain	Purple	train	cleaned_sequence	be273138de61be1822d9dff22eedb002a8e2304e	2	Ribo_ND_292516,Ribo_ND_287421
Rdomain	Purple	train	cleaned_sequence	a71774b589f1d868632368dc00613e5a3c808b9c	2	Cruci_CruV-887,Cruci_CruV-888
Rdomain	Purple	train	cleaned_sequence	832324adc5e21f6ba1e5c37416da979150467400	2	Ribo_ND_385927,Ribo_ND_327463
Rdomain	Purple	train	cleaned_sequence	56048264dd9d610d60868e09ec765eb5e15ddbfe	2	Ribo_ND_087862,Ribo_ND_024746
Rdomain	Purple	train	cleaned_sequence	c63ae6dd4fc9f9dda66970e827d13f7c73fe841c	2	Ribo_ND_132327,Cruci_CruV_493
Rdomain	Purple	test	cleaned_sequence	39b7f8e3730465f91b3adcddc49ca72662451437	2	Cruci_CruV-754,Cruci_CruV-755
Rdomain	Purple	test	cleaned_sequence	5bb361d3b8086500fa43bf6dd7e618265919f7e0	2	Cruci_CruV_310,Cruci_CruV_311
Rdomain	Purple	test	cleaned_sequence	93d1a8f4f5ab5654251c2c3c3e2a54faa8801ada	3	Cruci_CruV_322,Cruci_CruV_323,Cruci_CruV_324
Rdomain	Purple	test	cleaned_sequence	f9fca242cbe8788b2c7a35f44678647e20997633	2	Cruci_CruV_174,Cruci_CruV_175
Rdomain	Purple	test	cleaned_sequence	17a93c6fcd342da479149857c210df6375670731	2	Cruci_CruV-692,Cruci_CruV-693
Rdomain	Purple	test	cleaned_sequence	6608a01793e850c360c5098c3ee6080e76d7fd5d	5	Cruci_CruV_243,Cruci_CruV_245,Cruci_CruV_276,Cruci_CruV_278,Cruci_CruV_264
Rdomain	Purple	test	cleaned_sequence	39df721961e9a779f0c08eb3aecd1c94a2ba83e5	2	Cruci_CruV-704,Cruci_CruV-705
Rdomain	Purple	test	cleaned_sequence	0c7b42b04c8004210b1814a2687c0b6dde67bfeb	2	Cruci_PB_KX388521,Cruci_PB_KX388522
Rdomain	Purple	test	cleaned_sequence	bf32b9c187d681aeda1cc4bce73a92ddaa771f03	5	Cruci_PB_KX388524,Cruci_PB_KX388526,Cruci_CruV-719,Cruci_PB_KX388525,Cruci_PB_KX388523
Rdomain	Purple	test	cleaned_sequence	6eac8f3f4bd22c3d75bc4ff06d4f8b61811d2411	2	Cruci_CruV_179,Cruci_CruV_180
Rdomain	Purple	test	cleaned_sequence	d25a0f37e58aecd4f96215620d93de9f673bf0af	2	Cruci_CruV_371,Cruci_CruV_372
Rdomain	Purple	test	cleaned_sequence	a2005b8fe3fcc52409b21f86c76182c7a3ab3c1f	2	Cruci_CruV_90,Cruci_CruV_91
Rdomain	Purple	test	cleaned_sequence	452530816934e73b9b686830ab08c5d6e272b273	3	Cruci_CruV_146,Cruci_CruV_147,Cruci_CruV_148
Rdomain	Purple	test	cleaned_sequence	7839698fb71e969ffab15d322d08eace5762d904	2	Cruci_CruV-601,Cruci_CruV-600
Rdomain	Purple	test	cleaned_sequence	469fd144e7c2cf187fb7bf14d8fbc37c5082958a	2	Cruci_CruV-564,Cruci_CruV-565
Rdomain	Purple	test	cleaned_sequence	d2856c1f2eac24f2e46236a1fb71d7e2e3135339	2	Cruci_CruV-583,Cruci_CruV-584
Rdomain	Purple	test	cleaned_sequence	99f96995237bbff5fdb22d72ed0628e74225f45d	2	Cruci_CruV-598,Cruci_CruV-608
Rdomain	Purple	test	cleaned_sequence	e31cae50677556e655febd39ea7f7488072c89f1	2	Cruci_CruV-676,Cruci_CruV-677
Rdomain	Purple	test	cleaned_sequence	328a45676bfefeef1a2454e5d9bb2ded3680290e	2	Cruci_CruV_211,Cruci_CruV_234
Rdomain	Purple	test	cleaned_sequence	ad281981696094e1fb8c62e50dd019649761f305	2	Cruci_CruV-894,Cruci_CruV-895
Rdomain	Purple	test	cleaned_sequence	28e993222d375a62e132efcc163dc6113ddf9dc2	2	Cruci_CruV_409,Cruci_CruV_410
Rdomain	Purple	test	cleaned_sequence	20d16cd5277aa6ec4ca37f093af3dc2b6d8b872d	2	Cruci_PB_KX388517,Cruci_PB_KX388518
Rdomain	Purple	test	cleaned_sequence	8b447f0a11980fa548c781e0b279f01fd1d6d9fd	2	Cruci_CruV-862,Cruci_CruV-860
Rdomain	Purple	test	cleaned_sequence	d28ac4a55003e9ba02cd8ca1b7caf34931d1ac81	2	Cruci_CruV_505,Cruci_CruV_506
Rdomain	Purple	test	cleaned_sequence	5686db11086e958c0e92af0ecd1f719c7a5dce87	2	Cruci_CruV_266,Cruci_CruV_265
Rdomain	Purple	test	cleaned_sequence	e11811480e87c1abb6a49fe147e6e847406af499	2	Cruci_CruV_250,Cruci_CruV_251
Rdomain	Purple	test	cleaned_sequence	4e8bfe006f07eadb803a9758bf1a0564125667a7	2	Cruci_CruV_527,Cruci_CruV_528
Rdomain	Purple	test	cleaned_sequence	5b6817766355456a6e6b2f3c98bd9a3b2c79117a	2	Cruci_CruV-844,Cruci_CruV-845
